sale_id,date,month,weekday,branch_id,branch_name,department,product_id,product_name,category,unit_price,discount,final_price,quantity,total,payment_method,customer_id
1061,2024-12-30,12,Monday,3,San Miguel,San Miguel,6,Kolachampán,Beverages,0.75,0.0,0.75,18,13.5,Cash,90
1062,2024-05-01,5,Wednesday,3,San Miguel,San Miguel,5,Atol de elote,Beverages,1.0,0.0,1.0,4,4.0,Transfer,295
1063,2024-05-13,5,Monday,8,Chalatenango,Chalatenango,5,Atol de elote,Beverages,1.0,0.0,1.0,12,12.0,Cash,363
1064,2024-06-25,6,Tuesday,6,Usulután,Usulután,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,5,2.5,Cash,500
1065,2024-03-03,3,Sunday,5,Metrocentro,San Salvador,6,Kolachampán,Beverages,0.75,0.0,0.75,1,0.75,Bitcoin,394
1066,2024-06-12,6,Wednesday,8,Chalatenango,Chalatenango,5,Atol de elote,Beverages,1.0,0.0,1.0,5,5.0,Transfer,280
1067,2024-11-27,11,Wednesday,6,Usulután,Usulután,17,Queso duro blando,Dairy,3.5,0.0,3.5,10,35.0,Credit card,497
1068,2024-06-22,6,Saturday,8,Chalatenango,Chalatenango,5,Atol de elote,Beverages,1.0,0.1,0.9,4,3.6,Cash,21
1069,2024-06-06,6,Thursday,2,Santa Ana,Santa Ana,5,Atol de elote,Beverages,1.0,0.0,1.0,1,1.0,Debit card,113
1070,2024-02-17,2,Saturday,6,Usulután,Usulután,15,Arroz blanco 1lb,Groceries,0.9,0.0,0.9,11,9.9,Debit card,100
1071,2024-05-22,5,Wednesday,4,Soyapango,San Salvador,17,Queso duro blando,Dairy,3.5,0.0,3.5,7,24.5,Cash,435
1072,2024-09-19,9,Thursday,2,Santa Ana,Santa Ana,15,Arroz blanco 1lb,Groceries,0.9,0.0,0.9,13,11.7,Cash,309
1073,2024-12-07,12,Saturday,1,San Salvador Centro,San Salvador,17,Queso duro blando,Dairy,3.5,0.0,3.5,12,42.0,Cash,438
1074,2024-07-16,7,Tuesday,6,Usulután,Usulután,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,12,14.4,Cash,180
1075,2024-10-14,10,Monday,8,Chalatenango,Chalatenango,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,3,105.0,Debit card,228
1076,2024-05-27,5,Monday,8,Chalatenango,Chalatenango,14,Frijoles rojos 1lb,Groceries,1.2,0.15,1.02,6,6.12,Debit card,460
1077,2024-03-12,3,Tuesday,7,La Libertad,La Libertad,14,Frijoles rojos 1lb,Groceries,1.2,0.05,1.14,19,21.66,Cash,107
1078,2024-09-25,9,Wednesday,8,Chalatenango,Chalatenango,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,11,385.0,Bitcoin,303
1079,2024-01-04,1,Thursday,2,Santa Ana,Santa Ana,13,Aceite vegetal 1L,Groceries,2.8,0.1,2.52,14,35.28,Bitcoin,213
1080,2024-12-29,12,Sunday,8,Chalatenango,Chalatenango,6,Kolachampán,Beverages,0.75,0.15,0.64,19,12.16,Bitcoin,103
1081,2024-05-28,5,Tuesday,7,La Libertad,La Libertad,6,Kolachampán,Beverages,0.75,0.0,0.75,18,13.5,Cash,424
1082,2024-09-09,9,Monday,5,Metrocentro,San Salvador,10,Hamaca artesanal,Handicrafts,35.0,0.1,31.5,18,567.0,Cash,14
1083,2024-05-14,5,Tuesday,3,San Miguel,San Miguel,1,Pupusas de queso,Traditional Food,0.5,0.1,0.45,10,4.5,Credit card,242
1084,2024-08-01,8,Thursday,5,Metrocentro,San Salvador,4,Yuca frita,Traditional Food,2.5,0.0,2.5,6,15.0,Bitcoin,331
1085,2024-03-02,3,Saturday,1,San Salvador Centro,San Salvador,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,9,6.75,Transfer,35
1086,2024-10-16,10,Wednesday,8,Chalatenango,Chalatenango,12,Canasta de palma,Handicrafts,12.0,0.15,10.2,14,142.8,Cash,352
1087,2024-07-10,7,Wednesday,2,Santa Ana,Santa Ana,16,Crema salvadoreña,Dairy,1.5,0.1,1.35,17,22.95,Debit card,433
1088,2024-10-24,10,Thursday,3,San Miguel,San Miguel,9,Camisa guayabera,Clothing,18.0,0.0,18.0,2,36.0,Cash,450
1089,2024-03-24,3,Sunday,6,Usulután,Usulután,5,Atol de elote,Beverages,1.0,0.0,1.0,2,2.0,Cash,326
1090,2024-05-28,5,Tuesday,1,San Salvador Centro,San Salvador,12,Canasta de palma,Handicrafts,12.0,0.05,11.4,10,114.0,Debit card,40
1091,2024-11-17,11,Sunday,4,Soyapango,San Salvador,17,Queso duro blando,Dairy,3.5,0.15,2.98,6,17.88,Cash,386
1092,2024-06-10,6,Monday,6,Usulután,Usulután,6,Kolachampán,Beverages,0.75,0.0,0.75,10,7.5,Debit card,353
1093,2024-09-30,9,Monday,2,Santa Ana,Santa Ana,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,19,228.0,Credit card,7
1094,2024-07-09,7,Tuesday,5,Metrocentro,San Salvador,5,Atol de elote,Beverages,1.0,0.0,1.0,16,16.0,Cash,467
1095,2024-04-21,4,Sunday,2,Santa Ana,Santa Ana,6,Kolachampán,Beverages,0.75,0.05,0.71,5,3.55,Cash,97
1096,2024-08-01,8,Thursday,2,Santa Ana,Santa Ana,18,Curtido en frasco,Groceries,2.0,0.0,2.0,15,30.0,Cash,68
1097,2024-06-27,6,Thursday,8,Chalatenango,Chalatenango,1,Pupusas de queso,Traditional Food,0.5,0.1,0.45,10,4.5,Cash,419
1098,2024-03-29,3,Friday,6,Usulután,Usulután,15,Arroz blanco 1lb,Groceries,0.9,0.0,0.9,10,9.0,Debit card,61
1099,2024-12-21,12,Saturday,3,San Miguel,San Miguel,8,Fresco de tamarindo,Beverages,0.75,0.1,0.68,5,3.4,Cash,65
1100,2024-02-10,2,Saturday,3,San Miguel,San Miguel,7,Café salvadoreño,Beverages,1.5,0.1,1.35,14,18.9,Credit card,58
1101,2024-09-04,9,Wednesday,1,San Salvador Centro,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,14,14.0,Cash,17
1102,2024-08-28,8,Wednesday,1,San Salvador Centro,San Salvador,17,Queso duro blando,Dairy,3.5,0.0,3.5,4,14.0,Cash,155
1103,2024-03-04,3,Monday,2,Santa Ana,Santa Ana,1,Pupusas de queso,Traditional Food,0.5,0.0,0.5,20,10.0,Debit card,103
1104,2024-01-15,1,Monday,6,Usulután,Usulután,6,Kolachampán,Beverages,0.75,0.0,0.75,3,2.25,Credit card,483
1105,2024-06-29,6,Saturday,6,Usulután,Usulután,9,Camisa guayabera,Clothing,18.0,0.15,15.3,6,91.8,Debit card,374
1106,2024-02-20,2,Tuesday,2,Santa Ana,Santa Ana,8,Fresco de tamarindo,Beverages,0.75,0.15,0.64,19,12.16,Cash,112
1107,2024-03-28,3,Thursday,5,Metrocentro,San Salvador,7,Café salvadoreño,Beverages,1.5,0.0,1.5,18,27.0,Transfer,51
1108,2024-07-06,7,Saturday,8,Chalatenango,Chalatenango,7,Café salvadoreño,Beverages,1.5,0.0,1.5,19,28.5,Cash,491
1109,2024-06-30,6,Sunday,3,San Miguel,San Miguel,4,Yuca frita,Traditional Food,2.5,0.0,2.5,13,32.5,Cash,117
1110,2024-06-09,6,Sunday,2,Santa Ana,Santa Ana,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,4,4.8,Cash,70
1111,2024-12-26,12,Thursday,6,Usulután,Usulután,16,Crema salvadoreña,Dairy,1.5,0.05,1.42,10,14.2,Debit card,43
1112,2024-02-29,2,Thursday,8,Chalatenango,Chalatenango,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,13,104.0,Cash,377
1113,2024-04-25,4,Thursday,8,Chalatenango,Chalatenango,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,18,630.0,Cash,438
1114,2024-02-05,2,Monday,4,Soyapango,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.1,1.08,16,17.28,Cash,7
1115,2024-07-21,7,Sunday,2,Santa Ana,Santa Ana,16,Crema salvadoreña,Dairy,1.5,0.05,1.42,15,21.3,Debit card,44
1116,2024-07-21,7,Sunday,3,San Miguel,San Miguel,4,Yuca frita,Traditional Food,2.5,0.1,2.25,13,29.25,Debit card,53
1117,2024-07-05,7,Friday,2,Santa Ana,Santa Ana,6,Kolachampán,Beverages,0.75,0.0,0.75,7,5.25,Cash,433
1118,2024-04-29,4,Monday,2,Santa Ana,Santa Ana,13,Aceite vegetal 1L,Groceries,2.8,0.1,2.52,14,35.28,Cash,392
1119,2024-07-01,7,Monday,7,La Libertad,La Libertad,9,Camisa guayabera,Clothing,18.0,0.1,16.2,16,259.2,Debit card,208
1120,2024-03-16,3,Saturday,5,Metrocentro,San Salvador,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,15,22.5,Cash,251
1121,2024-11-17,11,Sunday,4,Soyapango,San Salvador,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,5,7.5,Cash,28
1122,2024-12-13,12,Friday,8,Chalatenango,Chalatenango,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,1,1.0,Cash,348
1123,2024-06-04,6,Tuesday,3,San Miguel,San Miguel,11,Jarrito de barro,Handicrafts,8.0,0.05,7.6,20,152.0,Cash,40
1124,2024-08-26,8,Monday,8,Chalatenango,Chalatenango,17,Queso duro blando,Dairy,3.5,0.0,3.5,7,24.5,Debit card,252
1125,2024-10-04,10,Friday,5,Metrocentro,San Salvador,17,Queso duro blando,Dairy,3.5,0.15,2.98,11,32.78,Credit card,280
1126,2024-08-08,8,Thursday,1,San Salvador Centro,San Salvador,1,Pupusas de queso,Traditional Food,0.5,0.0,0.5,4,2.0,Cash,437
1127,2024-08-23,8,Friday,8,Chalatenango,Chalatenango,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,2,5.6,Cash,338
1128,2024-09-08,9,Sunday,3,San Miguel,San Miguel,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,14,490.0,Cash,200
1129,2024-10-18,10,Friday,2,Santa Ana,Santa Ana,16,Crema salvadoreña,Dairy,1.5,0.1,1.35,16,21.6,Debit card,277
1130,2024-10-14,10,Monday,8,Chalatenango,Chalatenango,16,Crema salvadoreña,Dairy,1.5,0.05,1.42,6,8.52,Cash,135
1131,2024-11-11,11,Monday,7,La Libertad,La Libertad,16,Crema salvadoreña,Dairy,1.5,0.15,1.27,12,15.24,Transfer,165
1132,2024-10-29,10,Tuesday,1,San Salvador Centro,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,2,1.0,Credit card,179
1133,2024-07-13,7,Saturday,6,Usulután,Usulután,1,Pupusas de queso,Traditional Food,0.5,0.0,0.5,4,2.0,Cash,183
1134,2024-01-29,1,Monday,6,Usulután,Usulután,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,8,9.6,Cash,160
1135,2024-06-05,6,Wednesday,2,Santa Ana,Santa Ana,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,4,4.0,Cash,276
1136,2024-08-23,8,Friday,1,San Salvador Centro,San Salvador,11,Jarrito de barro,Handicrafts,8.0,0.05,7.6,14,106.4,Debit card,216
1137,2024-12-22,12,Sunday,1,San Salvador Centro,San Salvador,9,Camisa guayabera,Clothing,18.0,0.05,17.1,16,273.6,Cash,163
1138,2024-06-14,6,Friday,7,La Libertad,La Libertad,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,19,53.2,Credit card,52
1139,2024-09-11,9,Wednesday,6,Usulután,Usulután,7,Café salvadoreño,Beverages,1.5,0.15,1.27,17,21.59,Credit card,174
1140,2024-07-05,7,Friday,5,Metrocentro,San Salvador,6,Kolachampán,Beverages,0.75,0.0,0.75,14,10.5,Cash,434
1141,2024-05-27,5,Monday,4,Soyapango,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,9,9.0,Cash,294
1142,2024-11-15,11,Friday,4,Soyapango,San Salvador,13,Aceite vegetal 1L,Groceries,2.8,0.1,2.52,3,7.56,Credit card,49
1143,2024-02-04,2,Sunday,5,Metrocentro,San Salvador,11,Jarrito de barro,Handicrafts,8.0,0.15,6.8,19,129.2,Debit card,219
1144,2024-02-09,2,Friday,6,Usulután,Usulután,7,Café salvadoreño,Beverages,1.5,0.05,1.42,10,14.2,Credit card,222
1145,2024-04-12,4,Friday,6,Usulután,Usulután,18,Curtido en frasco,Groceries,2.0,0.0,2.0,14,28.0,Cash,264
1146,2024-01-10,1,Wednesday,3,San Miguel,San Miguel,15,Arroz blanco 1lb,Groceries,0.9,0.15,0.77,17,13.09,Cash,256
1147,2024-05-17,5,Friday,8,Chalatenango,Chalatenango,7,Café salvadoreño,Beverages,1.5,0.15,1.27,18,22.86,Debit card,394
1148,2024-09-24,9,Tuesday,1,San Salvador Centro,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,7,8.4,Cash,124
1149,2024-08-10,8,Saturday,5,Metrocentro,San Salvador,5,Atol de elote,Beverages,1.0,0.0,1.0,14,14.0,Credit card,467
1150,2024-07-30,7,Tuesday,4,Soyapango,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.15,0.85,9,7.65,Cash,83
1151,2024-07-26,7,Friday,4,Soyapango,San Salvador,9,Camisa guayabera,Clothing,18.0,0.0,18.0,8,144.0,Cash,15
1152,2024-08-25,8,Sunday,5,Metrocentro,San Salvador,8,Fresco de tamarindo,Beverages,0.75,0.05,0.71,16,11.36,Transfer,217
1153,2024-03-22,3,Friday,4,Soyapango,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,9,4.5,Cash,405
1154,2024-11-25,11,Monday,3,San Miguel,San Miguel,9,Camisa guayabera,Clothing,18.0,0.1,16.2,2,32.4,Cash,11
1155,2024-06-09,6,Sunday,2,Santa Ana,Santa Ana,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,20,10.0,Credit card,462
1156,2024-12-09,12,Monday,6,Usulután,Usulután,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,3,3.6,Bitcoin,371
1157,2024-02-27,2,Tuesday,4,Soyapango,San Salvador,5,Atol de elote,Beverages,1.0,0.1,0.9,19,17.1,Debit card,62
1158,2024-09-11,9,Wednesday,5,Metrocentro,San Salvador,17,Queso duro blando,Dairy,3.5,0.0,3.5,3,10.5,Debit card,396
1159,2024-10-26,10,Saturday,6,Usulután,Usulután,11,Jarrito de barro,Handicrafts,8.0,0.15,6.8,13,88.4,Debit card,121
1160,2024-03-14,3,Thursday,4,Soyapango,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.0,1.2,4,4.8,Cash,141
1161,2024-05-10,5,Friday,7,La Libertad,La Libertad,15,Arroz blanco 1lb,Groceries,0.9,0.0,0.9,19,17.1,Cash,192
1162,2024-10-06,10,Sunday,6,Usulután,Usulután,4,Yuca frita,Traditional Food,2.5,0.0,2.5,14,35.0,Debit card,494
1163,2024-07-04,7,Thursday,3,San Miguel,San Miguel,9,Camisa guayabera,Clothing,18.0,0.1,16.2,16,259.2,Cash,158
1164,2024-12-05,12,Thursday,1,San Salvador Centro,San Salvador,1,Pupusas de queso,Traditional Food,0.5,0.1,0.45,2,0.9,Bitcoin,344
1165,2024-10-09,10,Wednesday,5,Metrocentro,San Salvador,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,13,9.75,Debit card,359
1166,2024-09-30,9,Monday,2,Santa Ana,Santa Ana,12,Canasta de palma,Handicrafts,12.0,0.15,10.2,8,81.6,Cash,5
1167,2024-06-03,6,Monday,5,Metrocentro,San Salvador,13,Aceite vegetal 1L,Groceries,2.8,0.15,2.38,3,7.14,Credit card,153
1168,2024-08-12,8,Monday,3,San Miguel,San Miguel,7,Café salvadoreño,Beverages,1.5,0.15,1.27,11,13.97,Credit card,209
1169,2024-02-11,2,Sunday,5,Metrocentro,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,16,8.0,Debit card,475
1170,2024-02-21,2,Wednesday,7,La Libertad,La Libertad,11,Jarrito de barro,Handicrafts,8.0,0.1,7.2,6,43.2,Cash,34
1171,2024-11-04,11,Monday,7,La Libertad,La Libertad,12,Canasta de palma,Handicrafts,12.0,0.1,10.8,18,194.4,Cash,356
1172,2024-11-24,11,Sunday,1,San Salvador Centro,San Salvador,1,Pupusas de queso,Traditional Food,0.5,0.1,0.45,6,2.7,Cash,329
1173,2024-07-24,7,Wednesday,1,San Salvador Centro,San Salvador,5,Atol de elote,Beverages,1.0,0.1,0.9,7,6.3,Cash,295
1174,2024-03-21,3,Thursday,2,Santa Ana,Santa Ana,3,Tamales de elote,Traditional Food,1.0,0.05,0.95,8,7.6,Debit card,394
1175,2024-06-12,6,Wednesday,7,La Libertad,La Libertad,5,Atol de elote,Beverages,1.0,0.0,1.0,15,15.0,Credit card,69
1176,2024-12-17,12,Tuesday,3,San Miguel,San Miguel,9,Camisa guayabera,Clothing,18.0,0.15,15.3,19,290.7,Cash,145
1177,2024-07-31,7,Wednesday,2,Santa Ana,Santa Ana,7,Café salvadoreño,Beverages,1.5,0.0,1.5,12,18.0,Cash,194
1178,2024-01-12,1,Friday,1,San Salvador Centro,San Salvador,8,Fresco de tamarindo,Beverages,0.75,0.1,0.68,18,12.24,Debit card,118
1179,2024-04-11,4,Thursday,8,Chalatenango,Chalatenango,3,Tamales de elote,Traditional Food,1.0,0.1,0.9,9,8.1,Credit card,26
1180,2024-11-03,11,Sunday,7,La Libertad,La Libertad,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,9,25.2,Cash,189
1181,2024-01-08,1,Monday,2,Santa Ana,Santa Ana,6,Kolachampán,Beverages,0.75,0.0,0.75,17,12.75,Credit card,476
1182,2024-03-01,3,Friday,8,Chalatenango,Chalatenango,15,Arroz blanco 1lb,Groceries,0.9,0.1,0.81,8,6.48,Cash,485
1183,2024-09-10,9,Tuesday,5,Metrocentro,San Salvador,9,Camisa guayabera,Clothing,18.0,0.0,18.0,13,234.0,Cash,106
1184,2024-12-12,12,Thursday,5,Metrocentro,San Salvador,7,Café salvadoreño,Beverages,1.5,0.0,1.5,7,10.5,Cash,406
1185,2024-05-28,5,Tuesday,1,San Salvador Centro,San Salvador,5,Atol de elote,Beverages,1.0,0.0,1.0,9,9.0,Debit card,465
1186,2024-10-25,10,Friday,6,Usulután,Usulután,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,15,11.25,Cash,69
1187,2024-12-17,12,Tuesday,7,La Libertad,La Libertad,11,Jarrito de barro,Handicrafts,8.0,0.1,7.2,7,50.4,Cash,217
1188,2024-02-18,2,Sunday,2,Santa Ana,Santa Ana,9,Camisa guayabera,Clothing,18.0,0.0,18.0,18,324.0,Cash,477
1189,2024-06-30,6,Sunday,8,Chalatenango,Chalatenango,8,Fresco de tamarindo,Beverages,0.75,0.1,0.68,20,13.6,Transfer,307
1190,2024-05-09,5,Thursday,1,San Salvador Centro,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.05,0.47,17,7.99,Cash,203
1191,2024-10-13,10,Sunday,3,San Miguel,San Miguel,12,Canasta de palma,Handicrafts,12.0,0.05,11.4,2,22.8,Cash,87
1192,2024-06-22,6,Saturday,8,Chalatenango,Chalatenango,17,Queso duro blando,Dairy,3.5,0.0,3.5,15,52.5,Cash,364
1193,2024-03-13,3,Wednesday,7,La Libertad,La Libertad,17,Queso duro blando,Dairy,3.5,0.0,3.5,9,31.5,Cash,66
1194,2024-07-03,7,Wednesday,5,Metrocentro,San Salvador,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,14,21.0,Bitcoin,135
1195,2024-08-11,8,Sunday,6,Usulután,Usulután,9,Camisa guayabera,Clothing,18.0,0.0,18.0,6,108.0,Debit card,252
1196,2024-01-28,1,Sunday,8,Chalatenango,Chalatenango,5,Atol de elote,Beverages,1.0,0.0,1.0,7,7.0,Cash,94
1197,2024-05-13,5,Monday,8,Chalatenango,Chalatenango,2,Pupusas de frijol,Traditional Food,0.5,0.1,0.45,6,2.7,Cash,60
1198,2024-08-14,8,Wednesday,1,San Salvador Centro,San Salvador,16,Crema salvadoreña,Dairy,1.5,0.1,1.35,12,16.2,Debit card,235
1199,2024-03-16,3,Saturday,2,Santa Ana,Santa Ana,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,4,6.0,Cash,445
1200,2024-03-27,3,Wednesday,3,San Miguel,San Miguel,10,Hamaca artesanal,Handicrafts,35.0,0.15,29.75,17,505.75,Cash,457
1201,2024-09-26,9,Thursday,1,San Salvador Centro,San Salvador,7,Café salvadoreño,Beverages,1.5,0.0,1.5,19,28.5,Cash,40
1202,2024-12-12,12,Thursday,8,Chalatenango,Chalatenango,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,4,3.0,Cash,349
1203,2024-07-10,7,Wednesday,7,La Libertad,La Libertad,4,Yuca frita,Traditional Food,2.5,0.0,2.5,19,47.5,Credit card,79
1204,2024-08-23,8,Friday,2,Santa Ana,Santa Ana,1,Pupusas de queso,Traditional Food,0.5,0.0,0.5,16,8.0,Debit card,138
1205,2024-01-23,1,Tuesday,6,Usulután,Usulután,1,Pupusas de queso,Traditional Food,0.5,0.0,0.5,20,10.0,Cash,375
1206,2024-01-25,1,Thursday,4,Soyapango,San Salvador,5,Atol de elote,Beverages,1.0,0.0,1.0,10,10.0,Credit card,381
1207,2024-02-17,2,Saturday,7,La Libertad,La Libertad,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,13,13.0,Cash,495
1208,2024-01-11,1,Thursday,2,Santa Ana,Santa Ana,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,7,19.6,Cash,207
1209,2024-03-02,3,Saturday,3,San Miguel,San Miguel,10,Hamaca artesanal,Handicrafts,35.0,0.0,35.0,10,350.0,Credit card,377
1210,2024-07-02,7,Tuesday,3,San Miguel,San Miguel,10,Hamaca artesanal,Handicrafts,35.0,0.15,29.75,4,119.0,Cash,103
1211,2024-07-17,7,Wednesday,8,Chalatenango,Chalatenango,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,16,24.0,Debit card,217
1212,2024-07-07,7,Sunday,7,La Libertad,La Libertad,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,20,20.0,Cash,219
1213,2024-09-19,9,Thursday,1,San Salvador Centro,San Salvador,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,11,11.0,Debit card,332
1214,2024-09-26,9,Thursday,8,Chalatenango,Chalatenango,5,Atol de elote,Beverages,1.0,0.0,1.0,17,17.0,Cash,224
1215,2024-06-02,6,Sunday,8,Chalatenango,Chalatenango,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,5,5.0,Debit card,154
1216,2024-05-31,5,Friday,7,La Libertad,La Libertad,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,19,14.25,Debit card,470
1217,2024-09-18,9,Wednesday,2,Santa Ana,Santa Ana,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,14,7.0,Cash,339
1218,2024-05-10,5,Friday,6,Usulután,Usulután,9,Camisa guayabera,Clothing,18.0,0.0,18.0,19,342.0,Credit card,9
1219,2024-04-01,4,Monday,8,Chalatenango,Chalatenango,4,Yuca frita,Traditional Food,2.5,0.15,2.12,6,12.72,Cash,43
1220,2024-06-09,6,Sunday,5,Metrocentro,San Salvador,14,Frijoles rojos 1lb,Groceries,1.2,0.1,1.08,19,20.52,Cash,344
1221,2024-06-23,6,Sunday,5,Metrocentro,San Salvador,15,Arroz blanco 1lb,Groceries,0.9,0.0,0.9,6,5.4,Cash,383
1222,2024-08-10,8,Saturday,2,Santa Ana,Santa Ana,9,Camisa guayabera,Clothing,18.0,0.0,18.0,18,324.0,Cash,60
1223,2024-12-01,12,Sunday,3,San Miguel,San Miguel,1,Pupusas de queso,Traditional Food,0.5,0.0,0.5,16,8.0,Debit card,445
1224,2024-11-12,11,Tuesday,5,Metrocentro,San Salvador,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,20,30.0,Debit card,494
1225,2024-02-14,2,Wednesday,5,Metrocentro,San Salvador,13,Aceite vegetal 1L,Groceries,2.8,0.0,2.8,5,14.0,Cash,58
1226,2024-01-14,1,Sunday,4,Soyapango,San Salvador,1,Pupusas de queso,Traditional Food,0.5,0.0,0.5,7,3.5,Debit card,333
1227,2024-11-16,11,Saturday,7,La Libertad,La Libertad,8,Fresco de tamarindo,Beverages,0.75,0.0,0.75,18,13.5,Cash,395
1228,2024-08-30,8,Friday,3,San Miguel,San Miguel,15,Arroz blanco 1lb,Groceries,0.9,0.0,0.9,14,12.6,Cash,463
1229,2024-09-05,9,Thursday,8,Chalatenango,Chalatenango,5,Atol de elote,Beverages,1.0,0.0,1.0,16,16.0,Credit card,300
1230,2024-05-30,5,Thursday,4,Soyapango,San Salvador,8,Fresco de tamarindo,Beverages,0.75,0.15,0.64,19,12.16,Credit card,27
1231,2024-02-22,2,Thursday,1,San Salvador Centro,San Salvador,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,14,112.0,Credit card,378
1232,2024-01-19,1,Friday,5,Metrocentro,San Salvador,18,Curtido en frasco,Groceries,2.0,0.0,2.0,16,32.0,Cash,303
1233,2024-02-01,2,Thursday,4,Soyapango,San Salvador,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,17,25.5,Cash,162
1234,2024-05-17,5,Friday,2,Santa Ana,Santa Ana,18,Curtido en frasco,Groceries,2.0,0.0,2.0,14,28.0,Cash,319
1235,2024-12-23,12,Monday,8,Chalatenango,Chalatenango,12,Canasta de palma,Handicrafts,12.0,0.0,12.0,14,168.0,Cash,372
1236,2024-06-25,6,Tuesday,8,Chalatenango,Chalatenango,7,Café salvadoreño,Beverages,1.5,0.0,1.5,15,22.5,Debit card,301
1237,2024-03-08,3,Friday,8,Chalatenango,Chalatenango,11,Jarrito de barro,Handicrafts,8.0,0.1,7.2,10,72.0,Debit card,492
1238,2024-08-29,8,Thursday,6,Usulután,Usulután,14,Frijoles rojos 1lb,Groceries,1.2,0.05,1.14,6,6.84,Cash,354
1239,2024-03-07,3,Thursday,8,Chalatenango,Chalatenango,3,Tamales de elote,Traditional Food,1.0,0.0,1.0,6,6.0,Cash,252
1240,2024-09-09,9,Monday,7,La Libertad,La Libertad,4,Yuca frita,Traditional Food,2.5,0.0,2.5,10,25.0,Cash,25
1241,2024-05-13,5,Monday,6,Usulután,Usulután,1,Pupusas de queso,Traditional Food,0.5,0.1,0.45,12,5.4,Cash,424
1242,2024-02-02,2,Friday,1,San Salvador Centro,San Salvador,17,Queso duro blando,Dairy,3.5,0.0,3.5,11,38.5,Cash,117
1243,2024-09-06,9,Friday,4,Soyapango,San Salvador,4,Yuca frita,Traditional Food,2.5,0.0,2.5,9,22.5,Credit card,394
1244,2024-03-18,3,Monday,5,Metrocentro,San Salvador,2,Pupusas de frijol,Traditional Food,0.5,0.05,0.47,17,7.99,Debit card,362
1245,2024-08-22,8,Thursday,8,Chalatenango,Chalatenango,2,Pupusas de frijol,Traditional Food,0.5,0.0,0.5,4,2.0,Credit card,313
1246,2024-09-16,9,Monday,1,San Salvador Centro,San Salvador,4,Yuca frita,Traditional Food,2.5,0.0,2.5,4,10.0,Debit card,446
1247,2024-03-21,3,Thursday,6,Usulután,Usulután,7,Café salvadoreño,Beverages,1.5,0.1,1.35,10,13.5,Cash,260
1248,2024-03-19,3,Tuesday,2,Santa Ana,Santa Ana,16,Crema salvadoreña,Dairy,1.5,0.0,1.5,12,18.0,Credit card,63
1249,2024-07-31,7,Wednesday,8,Chalatenango,Chalatenango,7,Café salvadoreño,Beverages,1.5,0.0,1.5,1,1.5,Credit card,243
1250,2024-09-15,9,Sunday,5,Metrocentro,San Salvador,11,Jarrito de barro,Handicrafts,8.0,0.0,8.0,6,48.0,Cash,367
